,estrategy,optimizer,loss,janela_de_tempo,janela_de_predicao,epochs,batch_size,features,index_parameter,file,len_database,history,mae_val
0,simple,adam,binary_crossentropy,60,10,20,32,"['high', 'low', 'close']",0,ADAUSDT-5m-data.csv,1000,"{'loss': [1.3253799676895142, 0.6386356949806213, 0.6322770714759827, 0.6396867036819458, 0.6373839974403381, 0.6339429616928101, 0.6304957866668701, 0.6280050873756409, 0.6263645887374878, 0.6258764266967773, 0.625512421131134, 0.6246626377105713, 0.624249279499054, 0.6183539032936096, 0.6186427474021912, 0.6168144345283508, 0.6150709390640259, 0.6140137910842896, 0.6125227808952332, 0.6101915240287781], 'accuracy': [0.0019713263027369976, 0.00286738364957273, 0.0026881720405071974, 0.0030465952586382627, 0.0030465952586382627, 0.0030465954914689064, 0.003046595025807619, 0.0032258066348731518, 0.0032258068677037954, 0.0032258066348731518, 0.0032258068677037954, 0.0028673838824033737, 0.00286738364957273, 0.0030465952586382627, 0.0032258068677037954, 0.0030465952586382627, 0.003225807100534439, 0.0032258066348731518, 0.003225807100534439, 0.0032258068677037954], 'val_loss': [0.6690897941589355, 0.6400051712989807, 0.6465913653373718, 0.6479653716087341, 0.6453158259391785, 0.641822874546051, 0.6388925909996033, 0.6365296840667725, 0.6343122124671936, 0.6323383450508118, 0.6306217312812805, 0.6291839480400085, 0.6274836659431458, 0.6260619759559631, 0.6246331930160522, 0.6229271292686462, 0.6214554905891418, 0.6198769211769104, 0.6183847188949585, 0.6165649890899658], 'val_accuracy': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.29678766744533963
1,simple,adam,binary_crossentropy,60,10,20,32,"['high', 'low', 'close']",0,ALGOUSDT-5m-data.csv,1000,"{'loss': [1.2436894178390503, 0.6019847989082336, 0.5851950645446777, 0.5795387029647827, 0.5729405879974365, 0.5656905174255371, 0.5575927495956421, 0.5494571328163147, 0.5435284972190857, 0.543632984161377, 0.5397911667823792, 0.5352433323860168, 0.5344642996788025, 0.5324713587760925, 0.532204806804657, 0.5312730073928833, 0.5298386812210083, 0.5288184285163879, 0.5279533863067627, 0.5264213681221008], 'accuracy': [0.001792114693671465, 0.003405018476769328, 0.003046595025807619, 0.003225807100534439, 0.0034050182439386845, 0.0034050182439386845, 0.003405018011108041, 0.0034050182439386845, 0.003584229853004217, 0.003584229853004217, 0.0034050182439386845, 0.00358422938734293, 0.00358422938734293, 0.00358422938734293, 0.003584229853004217, 0.00358422938734293, 0.003584229853004217, 0.003584229853004217, 0.00358422938734293, 0.003584229853004217], 'val_loss': [0.5815705060958862, 0.5775502920150757, 0.5730403065681458, 0.5662069916725159, 0.5596556067466736, 0.5519542098045349, 0.5449251532554626, 0.5368924140930176, 0.5322662591934204, 0.529640257358551, 0.5289363861083984, 0.5254218578338623, 0.5245659351348877, 0.5225523114204407, 0.522440493106842, 0.5213685631752014, 0.523993968963623, 0.520678699016571, 0.5195894837379456, 0.5189602375030518], 'val_accuracy': [0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717, 0.0005376344197429717]}",0.2802156942404472
