,estrategy,optimizer,loss,janela_de_tempo,janela_de_predicao,epochs,batch_size,features,index_parameter,file,len_database,history,mae_val
0,simple,adam,binary_crossentropy,60,10,20,32,['close'],0,ADAUSDT-5m-data.csv,1000,"{'loss': [0.8552319407463074, 0.6338790655136108, 0.6132026314735413, 0.6031004786491394, 0.5918421745300293, 0.5819201469421387, 0.5735246539115906, 0.5771447420120239, 0.5694233179092407, 0.5700709819793701, 0.5678582787513733, 0.5652633905410767, 0.5653979778289795, 0.5646286010742188, 0.5636189579963684, 0.5642970204353333, 0.5624151229858398, 0.5633025169372559, 0.5632727146148682, 0.5615377426147461], 'accuracy': [0.0023297492880374193, 0.003046595025807619, 0.0032258068677037954, 0.003405018011108041, 0.003405017778277397, 0.0034050182439386845, 0.003405018011108041, 0.003584229853004217, 0.00358422938734293, 0.003584229853004217, 0.00358422938734293, 0.00358422938734293, 0.00358422938734293, 0.00358422938734293, 0.003584229853004217, 0.00358422938734293, 0.003584229853004217, 0.003584229853004217, 0.003584229853004217, 0.00358422938734293], 'val_loss': [0.6436538696289062, 0.621785044670105, 0.6126959919929504, 0.6013704538345337, 0.5892733931541443, 0.5776340365409851, 0.5732517242431641, 0.571505069732666, 0.5711309313774109, 0.5747705101966858, 0.5693976283073425, 0.5686361789703369, 0.5697335600852966, 0.567359447479248, 0.5677122473716736, 0.5677267909049988, 0.566630482673645, 0.5681098103523254, 0.5671639442443848, 0.5660213828086853], 'val_accuracy': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.263092273489515
1,simple,adam,binary_crossentropy,60,10,20,32,"['high', 'low', 'close']",1,ADAUSDT-5m-data.csv,1000,"{'loss': [0.7043194770812988, 0.6057778000831604, 0.5934484601020813, 0.5829470753669739, 0.5779953002929688, 0.5723838806152344, 0.572762668132782, 0.5703338980674744, 0.5691046714782715, 0.5675549507141113, 0.5666531324386597, 0.5664389133453369, 0.5653569102287292, 0.5643019676208496, 0.563741147518158, 0.5620588064193726, 0.5622422695159912, 0.5618710517883301, 0.561897337436676, 0.5629066824913025], 'accuracy': [0.002688172273337841, 0.0032258066348731518, 0.003405018011108041, 0.003405018476769328, 0.0034050182439386845, 0.0034050182439386845, 0.0034050182439386845, 0.00358422938734293, 0.003405018011108041, 0.0034050182439386845, 0.00358422938734293, 0.003584229853004217, 0.00358422938734293, 0.00358422938734293, 0.00358422938734293, 0.00358422938734293, 0.003584229853004217, 0.00358422938734293, 0.003584229853004217, 0.003584229853004217], 'val_loss': [0.6124680042266846, 0.6067589521408081, 0.5928506255149841, 0.585452675819397, 0.5801631212234497, 0.5762099623680115, 0.5750675201416016, 0.5738667845726013, 0.5725377202033997, 0.5713735222816467, 0.5703034996986389, 0.5702621340751648, 0.5688617825508118, 0.5683895349502563, 0.5673443675041199, 0.5672028064727783, 0.5665346384048462, 0.5657511353492737, 0.5659144520759583, 0.5662346482276917], 'val_accuracy': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",0.2510388672294172
